"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","MWI.NGDPD.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.222","5.38","4.394","5.056","2.93","3.412","5.569","6.504","4.275","4.336","4.257","4.178","4.922","4.521","4.895","5.148","5.63","6.24","7.492","8.723","9.796","11.241","8.421","7.648","8.526","9.014","7.733","8.943","9.882","11.031","11.847","12.475","12.531","13.439","11.797","13.959"
"IMF.RES:WEO(6.0.0)","MLI.NGDPD.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.223","3.284","3.372","3.362","2.575","3.337","3.416","3.208","3.328","3.444","2.963","3.468","3.905","4.713","5.452","6.251","6.906","8.157","9.871","10.249","10.698","12.993","12.45","13.243","14.369","13.106","14.022","15.36","17.079","17.281","17.491","19.32","19.319","21.184","22.724","23.208"
"IMF.RES:WEO(6.0.0)","MDV.NGDPD.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.231","0.262","0.306","0.346","0.382","0.466","0.527","0.652","0.693","0.756","0.801","0.767","0.828","1.052","1.227","1.163","1.575","1.868","2.272","2.345","2.588","2.629","2.885","3.286","3.69","4.118","4.398","4.809","5.398","5.716","3.706","5.242","6.168","6.581","7.019","7.48"
"IMF.RES:WEO(6.0.0)","VCT.NGDPD.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.259","0.275","0.3","0.309","0.312","0.341","0.358","0.375","0.403","0.421","0.427","0.461","0.488","0.508","0.549","0.58","0.643","0.713","0.731","0.714","0.72","0.713","0.727","0.766","0.771","0.786","0.814","0.844","0.884","0.91","0.864","0.888","0.97","1.071","1.162","1.242"
"IMF.RES:WEO(6.0.0)","PNG.NGDPD.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.757","5.596","6.466","7.349","8.077","7.149","7.608","7.272","5.558","5.072","5.169","4.531","4.387","5.488","6.279","7.339","8.355","9.545","11.671","11.619","14.251","17.985","21.295","21.261","23.211","21.723","20.759","22.743","24.11","24.751","23.848","26.113","31.653","30.729","31.654","32.835"
"IMF.RES:WEO(6.0.0)","AFG.NGDPD.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","","","","","","","","4.367","4.553","5.146","6.167","6.925","8.556","10.297","12.066","15.325","17.89","20.293","20.17","20.616","20.057","18.02","18.883","18.336","18.876","20.136","14.278","14.501","17.248","",""
"IMF.RES:WEO(6.0.0)","LVA.NGDPD.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","1.641","2.643","4.391","5.242","5.799","6.351","6.977","7.325","7.765","8.192","9.256","11.249","13.831","16.332","20.453","29.463","34.296","25.758","23.509","26.832","27.136","29.157","30.285","26.347","27.11","29.381","33.263","33.103","33.353","38.209","38.045","42.584","43.508","45.535"
"IMF.RES:WEO(6.0.0)","MLT.NGDPD.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","3.353","3.419","3.461","3.667","3.827","4.042","4.072","4.462","5.425","6.109","6.392","6.783","7.972","9.171","8.76","9.104","9.788","9.616","10.797","11.891","11.342","12.022","14.156","16.161","16.34","16.397","19.737","19.254","22.217","24.315","25.75"
"IMF.RES:WEO(6.0.0)","ALB.NGDPD.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.247","1.349","0.853","1.478","2.389","2.916","3.238","2.251","2.585","3.264","3.529","3.974","4.408","5.628","7.263","8.148","9.002","10.804","13.035","12.187","12.079","13.052","12.47","12.936","13.404","11.525","12.003","13.209","15.337","15.582","15.271","18.086","19.185","23.388","27.259","28.372"
"IMF.RES:WEO(6.0.0)","ATG.NGDPD.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.479","0.504","0.525","0.566","0.625","0.616","0.679","0.734","0.79","0.836","0.901","0.878","0.898","0.948","1.026","1.144","1.304","1.487","1.558","1.387","1.298","1.287","1.365","1.325","1.379","1.437","1.49","1.535","1.662","1.726","1.412","1.602","1.867","2.006","2.225","2.373"
"IMF.RES:WEO(6.0.0)","DZA.NGDPD.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","67.171","50.65","53.414","55.309","46.044","45.654","50.945","52.287","52.297","53.011","59.418","59.413","61.516","73.482","91.914","107.047","123.084","142.483","180.384","150.317","177.785","218.332","227.144","229.701","238.943","187.494","180.764","190.004","194.507","193.361","164.774","185.85","225.709","247.789","264.913","268.885"
"IMF.RES:WEO(6.0.0)","ARG.NGDPD.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","158.024","211.979","255.787","264.429","287.835","288.497","304.282","327.436","334.244","316.998","317.759","300.421","112.458","142.431","164.911","199.273","232.892","287.921","363.545","334.633","424.729","527.644","579.666","611.471","563.614","642.464","556.774","643.861","524.431","446.762","385.218","486.04","632.318","645.511","632.145","683.533"
"IMF.RES:WEO(6.0.0)","AGO.NGDPD.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","16.529","16.022","12.354","8.966","6.529","8.148","10.51","12.344","10.464","9.895","12.646","12.378","17.312","20.342","26.998","41.397","58.654","73.038","98.79","81.705","95.547","125.552","143.573","153.761","164.448","131.661","114.764","139.835","114.189","94.671","66.521","84.375","142.442","109.764","115.946","113.343"
"IMF.RES:WEO(6.0.0)","AUT.NGDPD.A","OBS_VALUE","Austria","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","165.953","173.481","194.436","189.342","202.854","239.914","236.044","211.978","217.363","216.637","196.268","196.479","212.687","260.714","299.075","314.126","333.924","386.806","429.187","398.857","390.146","428.879","407.008","426.587","438.669","379.584","393.579","414.78","452.787","443.033","434.05","480.786","472.339","512.509","521.269","534.301"
"IMF.RES:WEO(6.0.0)","G001.NGDPD.A","OBS_VALUE","World","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","22641.364","23672.872","25360.511","26088.666","28050.234","31274.285","32148.648","32066.41","31903.034","33030.967","34150.012","33911.736","35030.455","39338.58","44280.121","47982.769","51984.475","58694.988","64441.24","61050.146","66796.823","74181.723","75628.373","77866.03","79983.454","75519.147","76817.027","81715.594","86771.739","88027.469","85764.149","97843.988","101948.241","106431.756","110549.443","113795.678"
"IMF.RES:WEO(6.0.0)","G163.NGDPD.A","OBS_VALUE","Euro Area (EA)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","6116.23","6745.314","6130.922","6476.245","7643.425","7760.35","6969.933","7134.182","7152.338","6524.117","6622.737","7227.109","8906.314","10212.685","10605.219","11277.463","12994.498","14294.727","13072.002","12798.377","13808.527","12795.118","13358.652","13686.101","11829.267","12121.249","12835.883","13875.203","13589.484","13256.232","14927.716","14464.527","15789.108","16396.118","16818.956"
"IMF.RES:WEO(6.0.0)","G110.NGDPD.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","18407.975","19663.666","21157.62","21326.953","22913.224","25382.574","25563.302","25064.386","25147.983","26493.407","26957.515","26684.738","27842.524","31238.071","34660.622","36486.946","38376.318","41926.807","44294.591","41796.873","43656.747","46890.18","46705.353","47171.297","48284.23","45704.434","46947.822","49009.783","51860.646","52399.625","51533.495","57558.482","58856.781","62179.665","64714.559","66868.255"
"IMF.RES:WEO(6.0.0)","G200.NGDPD.A","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4233.389","4009.206","4202.891","4761.713","5137.011","5891.711","6585.347","7002.024","6755.052","6537.56","7192.496","7226.998","7187.931","8100.509","9619.499","11495.823","13608.158","16768.181","20146.649","19253.273","23140.076","27291.543","28923.02","30694.733","31699.224","29814.713","29869.205","32705.811","34911.093","35627.843","34230.654","40285.506","43091.46","44252.091","45834.884","46927.423"
"IMF.RES:WEO(6.0.0)","G510.NGDPD.A","OBS_VALUE","ASEAN-5","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","363.369","406.573","460.837","515.3","588.415","682.569","758.546","714.207","467.858","553.957","587.767","564.573","633.787","712.337","798.144","885.81","1064.967","1272.689","1466.244","1442.416","1803.016","2079.545","2191.351","2252.206","2253.369","2177.95","2284.773","2463.239","2631.775","2781.24","2607.89","2897.168","3135.723","3229.276","3351.332","3483.219"
"IMF.RES:WEO(6.0.0)","G998.NGDPD.A","OBS_VALUE","European Union (EU)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6202.85","6614.341","7296.784","6670.649","7080.437","8288.279","8422.222","7732.932","7967.916","7936.624","7283.954","7397.939","8085.038","9941.999","11430.646","11947.118","12756.246","14781.992","16361.932","14832.868","14653.879","15874.418","14741.854","15400.217","15768.826","13655.983","13986.925","14866.267","16098.723","15810.681","15495.537","17508.784","17007.799","18608.659","19412.831","19991.16"
"IMF.RES:WEO(6.0.0)","G505.NGDPD.A","OBS_VALUE","Emerging and Developing Asia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1124.698","1136.185","1286.421","1456.263","1519.959","1819.523","2061.913","2142.565","1985.362","2179.815","2339.509","2471.621","2710.464","3091.907","3587.588","4145.507","4927.03","6234.476","7509.732","8170.76","9842.143","11801.643","13007.368","14237.573","15381.723","16019.923","16500.293","18140.744","20011.641","20830.87","21061.165","24920.539","25472.431","25850.513","26733.343","27671.608"
"IMF.RES:WEO(6.0.0)","G903.NGDPD.A","OBS_VALUE","Emerging and Developing Europe","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","375.032","357.478","489.617","660.665","723.169","868.402","989.212","1051.545","936.416","802.834","892.418","913.73","1034.197","1279.014","1648.881","2051.27","2449.515","3148.581","3881.95","3026.52","3533.023","4141.832","4274.284","4517.898","4254.883","3302.048","3233.106","3652.988","3833.369","3889.959","3638.33","4299.233","4853.336","5100.312","5572.347","5735.449"
"IMF.RES:WEO(6.0.0)","G400.NGDPD.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1135.804","819.682","611.722","652.439","699.266","789.885","896.776","949.647","950.793","1062.888","1272.628","1225.066","1042.228","1182.628","1418.578","1726.035","2059.61","2464.817","3046.837","2736.486","3211.156","3793.275","3908.08","4047.876","4150.172","3709.045","3664.125","3776.477","3937.511","3856.637","3445.278","4043.615","4873.403","4758.94","4927.489","4935.906"
"IMF.RES:WEO(6.0.0)","GX123.NGDPD.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1824.877","1939.533","2070.084","2046.506","2299.062","2712.209","2892.413","2801.577","2525.239","2708.151","2800.167","2716.243","2955.369","3403.82","3888.944","4292.395","4651.344","5319.437","5613.173","5160.863","5946.848","6791.218","6848.295","7086.085","7220.169","6649.635","6790.931","7299.837","7688.586","7556.351","7514.689","8743.249","8809.494","8905.531","9217.257","9286.841"
"IMF.RES:WEO(6.0.0)","G603.NGDPD.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","418.087","424.44","420.922","418.727","405.96","498.379","557.393","579.978","581.152","425.1","428.116","409.244","442.076","556.397","684.27","806.281","926.168","1072.404","1230.691","1182.667","1398.176","1602.269","1685.205","1771.524","1851.732","1652.062","1531.023","1640.793","1771.03","1809.764","1687.767","1898.491","2037.042","1950.102","1841.174","1900.602"
"IMF.RES:WEO(6.0.0)","G119.NGDPD.A","OBS_VALUE","G7","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14971.837","16042.961","17228.793","17575.068","18798.778","20505.265","20470.046","20205.15","20473.245","21594.536","22112.21","21854.685","22533.722","24879.158","27331.248","28544.573","29771.997","31977.972","33541.878","31945.78","33179.381","35291.545","35446.386","35503.783","36379.786","34937.259","35928.783","37194.333","39234.801","39955.339","39251.335","43387.034","44654.504","47367.51","49289.609","51137.118"
"IMF.RES:WEO(6.0.0)","G205.NGDPD.A","OBS_VALUE","Latin America and the Caribbean (LAC)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1179.769","1271.42","1394.21","1573.619","1788.657","1915.523","2080.053","2278.289","2301.327","2066.923","2259.825","2207.337","1958.966","1990.564","2280.182","2766.73","3245.834","3847.904","4477.439","4136.84","5155.577","5952.523","6048.082","6119.862","6060.714","5131.634","4940.657","5494.809","5357.541","5240.614","4398.114","5123.628","5855.248","6592.224","6760.531","6683.858"
"IMF.RES:WEO(6.0.0)","AUS.NGDPD.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","324.128","324.436","318.005","309.303","353.372","379.227","424.663","426.401","381.498","411.968","400.278","378.114","425.516","541.155","658.742","736.505","783.447","950.093","1056.559","1000.828","1254.623","1515.507","1570.139","1519.9","1456.939","1233.921","1262.655","1381.11","1417.162","1386.277","1362.613","1655.843","1725.461","1742.461","1796.805","1771.681"
"IMF.RES:WEO(6.0.0)","BRA.NGDPD.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","455.335","399.249","382.465","429.184","546.764","770.86","851.146","883.862","864.307","599.642","655.454","559.982","509.798","558.232","669.29","891.633","1107.628","1397.114","1695.855","1669.204","2208.704","2614.027","2464.053","2471.718","2456.055","1800.046","1796.622","2063.519","1916.934","1873.286","1476.092","1670.65","1951.849","2191.137","2171.337","2125.958"
"IMF.RES:WEO(6.0.0)","CHN.NGDPD.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","397.359","415.946","495.515","621.918","566.297","737.654","868.77","967.886","1035.51","1101.134","1220.337","1351.372","1486.618","1680.942","1978.937","2325.515","2797.286","3612.21","4653.314","5176.18","6138.992","7624.861","8682.939","9782.784","10701.415","11307.226","11448.003","12503.299","14110.963","14572.41","15103.357","18190.803","18307.816","18270.351","18748.009","19231.705"
"IMF.RES:WEO(6.0.0)","CAN.NGDPD.A","OBS_VALUE","Canada","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","596.089","612.514","594.376","579.059","579.913","605.941","630.598","655.01","634.004","678.417","744.631","738.968","760.149","895.599","1026.473","1173.505","1319.356","1468.896","1552.864","1376.509","1617.345","1793.327","1828.362","1846.595","1805.751","1556.508","1527.996","1649.266","1725.3","1743.725","1655.685","2022.382","2190.411","2173.34","2241.253","2225.341"
"IMF.RES:WEO(6.0.0)","DEU.NGDPD.A","OBS_VALUE","Germany","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1604.497","1882.489","2146.14","2080.092","2220.165","2595.269","2507.448","2221.504","2250.847","2216.072","1967.85","1966.395","2100.865","2534.081","2851.023","2894.992","3046.47","3484.467","3808.369","3476.022","3470.987","3824.155","3600.175","3808.142","3966.823","3423.915","3536.808","3761.764","4053.846","3957.645","3936.989","4351.188","4166.872","4527.009","4658.526","4744.804"
"IMF.RES:WEO(6.0.0)","FRA.NGDPD.A","OBS_VALUE","France","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1260.874","1263.244","1392.563","1315.795","1388.477","1596.25","1599.248","1451.058","1498.974","1488.392","1361.56","1370.386","1491.373","1834.637","2108.835","2193.358","2317.985","2656.13","2926.483","2697.144","2648.391","2869.903","2684.706","2816.119","2861.973","2442.731","2469.726","2587.955","2782.838","2723.094","2645.806","2968.405","2797.049","3056.88","3162.023","3211.292"
"IMF.RES:WEO(6.0.0)","ITA.NGDPD.A","OBS_VALUE","Italy","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1164.328","1229.898","1305.099","1049.47","1082.455","1177.984","1315.136","1246.34","1274.381","1256.251","1150.169","1172.049","1280.841","1582.534","1811.987","1866.013","1958.667","2222.785","2417.242","2207.085","2146.687","2306.568","2099.259","2153.259","2173.815","1845.615","1886.59","1970.027","2100.387","2019.831","1905.956","2180.656","2105.722","2305.271","2372.059","2422.855"
"IMF.RES:WEO(6.0.0)","IDN.NGDPD.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","138.258","154.558","168.28","190.913","213.727","244.227","274.722","260.68","115.323","169.158","179.482","174.507","212.807","255.346","279.344","310.92","396.518","470.092","558.291","578.577","755.094","892.969","917.87","912.524","890.815","860.854","931.877","1015.619","1042.272","1119.1","1059.055","1186.51","1319.101","1371.169","1396.3","1429.743"
"IMF.RES:WEO(6.0.0)","IND.NGDPD.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","320.979","270.105","288.21","279.295","327.275","360.281","392.902","415.895","421.378","458.821","468.396","485.44","514.938","607.701","709.152","820.385","940.26","1216.736","1198.895","1341.889","1675.615","1823.052","1827.637","1856.721","2039.127","2103.588","2294.797","2651.474","2702.93","2835.606","2674.852","3167.271","3346.107","3638.49","3909.097","4187.017"
"IMF.RES:WEO(6.0.0)","KOR.NGDPD.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","292.064","340.863","366.912","405.772","478.988","586.301","631.194","590.07","396.803","515.427","597.802","567.655","649.747","728.497","822.583","971.54","1094.545","1220.756","1093.487","982.854","1192.722","1307.239","1335.344","1434.67","1556.252","1539.212","1578.816","1710.197","1824.251","1751.046","1744.456","1942.314","1799.363","1839.058","1869.714","1790.322"
"IMF.RES:WEO(6.0.0)","JPN.NGDPD.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3185.904","3648.066","3980.703","4536.941","4998.798","5545.566","4923.393","4492.449","4098.363","4635.982","4968.36","4374.71","4182.845","4519.564","4893.135","4831.467","4601.663","4579.75","5106.679","5289.494","5759.072","6233.148","6272.362","5212.328","4896.995","4444.931","5003.678","4930.837","5040.881","5117.995","5054.069","5039.148","4262.146","4213.167","4026.211","4186.431"
"IMF.RES:WEO(6.0.0)","MEX.NGDPD.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","307.613","368.772","427.661","530.226","553.618","380.182","432.158","523.45","557.485","631.24","742.061","796.055","810.666","765.55","819.459","917.572","1020.265","1102.356","1161.553","943.437","1105.424","1229.014","1255.11","1327.436","1364.508","1213.294","1112.233","1190.721","1256.3","1304.106","1121.065","1316.569","1466.465","1793.799","1852.723","1692.64"
"IMF.RES:WEO(6.0.0)","NLD.NGDPD.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","321.859","331.565","366.52","356.434","383.091","453.377","451.508","418.023","439.215","448.223","417.834","432.539","475.194","582.29","660.925","688.514","737.633","853.6","957.797","878.0","853.161","912.98","846.225","883.964","901.789","775.822","796.944","847.934","930.155","929.006","931.814","1055.173","1047.364","1154.694","1227.174","1272.011"
"IMF.RES:WEO(6.0.0)","POL.NGDPD.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","62.401","80.863","89.166","90.828","104.213","139.8","157.485","157.987","172.929","168.657","172.151","191.403","199.694","218.561","256.454","307.158","345.898","429.715","535.612","440.954","478.111","527.848","498.149","518.18","542.266","479.729","472.883","528.497","594.641","602.592","605.93","689.253","695.734","809.706","908.583","979.96"
"IMF.RES:WEO(6.0.0)","TUR.NGDPD.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","207.508","208.402","219.176","248.573","179.359","233.566","250.486","261.857","277.599","254.024","273.118","202.558","238.15","316.54","407.024","504.8","552.332","682.992","782.851","651.513","777.443","837.924","877.681","958.088","939.924","867.054","869.204","859.02","797.707","760.388","717.114","807.893","905.8","1130.062","1322.405","1437.406"
"IMF.RES:WEO(6.0.0)","RUS.NGDPD.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","71.603","196.227","293.768","335.777","412.685","433.704","287.672","209.657","278.264","328.475","370.062","461.518","633.294","817.717","1060.901","1393.416","1779.109","1307.927","1633.111","2046.621","2191.486","2288.428","2048.837","1356.703","1280.648","1575.14","1653.005","1695.724","1488.118","1828.927","2295.527","2059.762","2161.205","2076.396"
"IMF.RES:WEO(6.0.0)","SAU.NGDPD.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","117.474","132.047","136.905","132.79","134.995","143.152","158.451","165.742","146.776","161.717","189.515","184.138","189.606","215.808","258.742","328.205","376.398","415.687","519.797","429.098","528.207","676.635","741.85","753.864","766.606","669.485","666.0","714.994","846.584","838.565","734.271","874.157","1108.571","1067.583","1085.358","1083.749"
"IMF.RES:WEO(6.0.0)","CHE.NGDPD.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","265.911","269.003","279.764","272.006","301.246","353.094","340.241","294.824","303.238","297.581","279.305","286.78","309.579","362.132","403.461","418.265","441.898","491.075","566.938","553.873","598.339","715.864","686.553","706.748","726.634","693.805","687.771","695.544","725.91","721.867","741.288","814.699","828.522","894.867","936.738","947.125"
"IMF.RES:WEO(6.0.0)","ESP.NGDPD.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","536.322","577.166","630.91","529.98","531.801","614.713","642.48","590.5","619.541","635.025","598.367","627.803","708.437","907.736","1069.344","1155.306","1261.914","1476.92","1635.936","1494.963","1429.155","1487.307","1331.838","1362.207","1380.6","1206.287","1242.673","1321.288","1432.292","1403.651","1288.751","1462.216","1447.636","1620.558","1722.227","1799.511"
"IMF.RES:WEO(6.0.0)","GBR.NGDPD.A","OBS_VALUE","United Kingdom","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1197.021","1248.625","1289.587","1155.162","1241.72","1344.504","1421.099","1561.239","1653.852","1688.248","1668.69","1650.252","1788.549","2056.294","2422.619","2546.038","2712.257","3091.695","2960.39","2421.476","2487.924","2664.719","2707.571","2786.665","3066.304","2928.558","2699.086","2682.384","2875.024","2853.074","2698.705","3144.079","3125.404","3371.118","3644.636","3839.18"
"IMF.RES:WEO(6.0.0)","USA.NGDPD.A","OBS_VALUE","United States","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5963.125","6158.125","6520.325","6858.55","7287.25","7639.75","8073.125","8577.55","9062.825","9631.175","10250.95","10581.925","10929.1","11456.45","12217.175","13039.2","13815.6","14474.25","14769.85","14478.05","15048.975","15599.725","16253.95","16880.675","17608.125","18295.0","18804.9","19612.1","20656.525","21539.975","21354.125","23681.175","26006.9","27720.725","29184.9","30507.217"
